,Ess,sess,ans1,ans2
1,0.0,0.0,0.028061977789179706,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.7696607982834421,0.0
11,0.12600657065215012,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,0.0,0.0,0.058473077953314107,0.0
16,0.0,0.0,0.0,0.0
17,0.12074417914900139,0.0,0.058786297472333604,0.0
18,0.0,0.0,0.27515939414660084,0.0
19,0.08535236216465822,0.0,0.03387820044704783,0.0
20,0.10836050367347955,0.0,0.0,0.0
21,0.11467350586156326,0.0,0.16202588345296043,0.0
22,0.1829170095579497,0.0,0.1968440426782111,0.0
23,0.2622564561798051,0.0,0.0,0.0
24,0.3197547713180937,0.0,0.0,0.0
25,0.13286838669918877,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0
29,0.15561852055832182,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,0.0,0.0,0.21359555632455088,0.0
32,0.0,0.0,0.0,0.0
33,0.1096864339601708,0.0,0.1109127484693964,0.0
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.1003679154941944,0.0
36,0.17981890027560002,0.0,0.0,0.0
37,0.24539065675000196,0.0,0.0,0.0
38,1.5900375846100825,0.0,0.8099680183775976,0.0
39,10.10803417108069,0.0,10.315519972530115,0.0
40,0.7625318862922332,0.0,0.0,0.0
41,0.0,0.0,0.06389463469835334,0.0
42,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0
44,0.14177443493759156,0.0,0.17315160831594925,0.0
45,0.16243184008258615,0.0,0.20319347490083525,0.0
46,0.1554138321838707,0.0,0.03477707216031903,0.0
47,0.13490497165756393,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
51,0.0,0.0,0.06698981862587242,0.0
52,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0
54,0.0,0.0,0.07268974041595629,0.0
55,0.0,0.0,0.11072993540840748,0.0
56,0.0,0.0,0.0,0.0
57,0.15191116890508172,0.0,0.0,0.0
58,0.36313746642208383,0.0,0.0,0.0
59,0.0,0.0,0.3285631732297378,0.0
60,0.0,0.0,0.05263827280749507,0.0
61,0.17175543108501756,0.0,0.3127919272533264,0.0
62,0.0,0.0,0.3093445815217114,0.0
63,0.10102803694286071,0.0,0.08474943164310668,0.0
64,0.48928141826989013,0.0,0.16122132921439933,0.0
65,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0
67,0.1556309905437737,0.0,0.11934090228844803,0.0
68,0.1104794981350952,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0
70,0.18377680448707184,0.0,0.12148333801701479,0.0
71,0.5111165741517997,0.0,0.17344414379900738,0.0
72,0.0,0.013750883423477791,0.032535647516036006,0.0951634084961976
73,0.0,0.0,0.00420725948777983,0.0
74,0.13563418720127637,0.0,0.0,0.0
75,0.0,0.0,0.15581901064029027,0.0
76,0.16886299009893418,0.0,0.0,0.0
77,0.1580193290054884,0.0,0.0,0.0
78,1.3119388477293425,0.0,0.0031860536626074406,0.0
79,2.8973092376611493,0.0,1.1118787785103563,0.0
80,0.0,0.0,0.0,0.0
81,0.0,0.0,0.3597883242276715,0.0
82,0.0,0.0,0.0,0.0
83,0.1836511439248912,0.0,0.08056834063115328,0.0
84,0.0,0.0,0.0,0.0
85,0.18471249532148656,0.0,0.0,0.0
86,2.9001824452798406,0.0,2.8665189413793124,0.0
87,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0
89,0.16514141997229753,0.0,0.2301929148194571,0.0
90,0.16846633311947595,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0
92,0.22016570152542714,0.0,0.3074570407500083,0.0
93,0.13110902354374054,0.0,0.0893121973985305,0.0
94,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0
